# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct  6 00:07:21 2021
#
# User ID:         roan.gijsen
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,hostname,sy_snum,sy_pnum,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
Kepler-25 c,Kepler-25,2,3,1.36,0.13,-0.13,0,1.22,0.06,-0.06,0
Kepler-25 c,Kepler-25,2,3,1.34,0.01,-0.01,0,1.26,0.03,-0.03,0
Kepler-25 c,Kepler-25,2,3,1.35,0.06,-0.05,0,,,,
Kepler-25 c,Kepler-25,2,3,1.31,0.02,-0.02,0,1.19,0.06,-0.06,0
Kepler-25 c,Kepler-25,2,3,1.31,,,0,1.19,,,0
Kepler-25 c,Kepler-25,2,3,1.48,0.08,-0.10,0,1.20,0.21,-0.14,0
Kepler-25 c,Kepler-25,2,3,1.66,0.23,-0.23,0,1.19,0.08,-0.08,0
Kepler-25 c,Kepler-25,2,3,1.48,0.08,-0.10,0,1.20,0.21,-0.14,0
Kepler-25 c,Kepler-25,2,3,1.31,0.02,-0.02,0,1.19,0.06,-0.06,0
Kepler-25 c,Kepler-25,2,3,1.48,0.08,-0.10,0,1.20,0.21,-0.14,0
Kepler-25 c,Kepler-25,2,3,1.31,0.02,-0.02,0,1.19,0.06,-0.06,0
Kepler-25 c,Kepler-25,2,3,1.32,0.02,-0.01,0,1.17,0.03,-0.03,0
Kepler-25 c,Kepler-25,2,3,1.26,0.07,-0.06,0,1.10,0.09,-0.06,0
Kepler-25 d,Kepler-25,2,3,1.31,0.02,-0.02,0,1.19,0.06,-0.06,0
Kepler-25 d,Kepler-25,2,3,1.32,0.02,-0.01,0,1.17,0.03,-0.03,0
Kepler-250 b,Kepler-250,1,3,0.84,0.03,-0.07,0,0.80,0.06,-0.03,0
Kepler-250 b,Kepler-250,1,3,0.78,,,0,0.83,,,0
Kepler-250 b,Kepler-250,1,3,0.80,0.20,-0.06,0,0.85,0.09,-0.08,0
Kepler-250 b,Kepler-250,1,3,0.79,0.04,-0.03,0,0.83,0.03,-0.04,0
Kepler-250 b,Kepler-250,1,3,0.76,0.44,-0.44,0,0.75,0.09,-0.09,0
Kepler-250 b,Kepler-250,1,3,0.78,,,0,0.83,,,0
Kepler-250 b,Kepler-250,1,3,0.80,0.20,-0.06,0,0.85,0.09,-0.08,0
Kepler-250 b,Kepler-250,1,3,0.81,0.46,-0.46,0,,,,
Kepler-250 b,Kepler-250,1,3,0.80,0.20,-0.06,0,0.85,0.09,-0.08,0
Kepler-250 b,Kepler-250,1,3,0.76,0.04,-0.04,0,,,,
Kepler-250 c,Kepler-250,1,3,0.80,0.20,-0.06,0,0.85,0.09,-0.08,0
Kepler-250 c,Kepler-250,1,3,0.76,0.04,-0.04,0,,,,
Kepler-250 c,Kepler-250,1,3,0.76,0.44,-0.44,0,0.75,0.09,-0.09,0
Kepler-250 c,Kepler-250,1,3,0.79,0.04,-0.03,0,0.83,0.03,-0.04,0
Kepler-250 c,Kepler-250,1,3,0.80,0.20,-0.06,0,0.85,0.09,-0.08,0
Kepler-250 c,Kepler-250,1,3,0.80,0.20,-0.06,0,0.85,0.09,-0.08,0
Kepler-250 c,Kepler-250,1,3,0.81,0.46,-0.46,0,,,,
Kepler-250 c,Kepler-250,1,3,0.78,,,0,0.83,,,0
Kepler-250 c,Kepler-250,1,3,0.78,,,0,0.83,,,0
Kepler-250 c,Kepler-250,1,3,0.84,0.03,-0.07,0,0.80,0.06,-0.03,0
Kepler-250 c,Kepler-250,1,3,0.78,,,0,0.83,,,0
Kepler-250 d,Kepler-250,1,3,0.79,0.04,-0.03,0,0.83,0.03,-0.04,0
Kepler-250 d,Kepler-250,1,3,0.80,0.20,-0.06,0,0.85,0.09,-0.08,0
Kepler-250 d,Kepler-250,1,3,0.84,0.03,-0.07,0,0.80,0.06,-0.03,0
Kepler-250 d,Kepler-250,1,3,0.76,0.44,-0.44,0,0.75,0.09,-0.09,0
Kepler-250 d,Kepler-250,1,3,0.78,,,0,0.83,,,0
Kepler-250 d,Kepler-250,1,3,0.80,0.20,-0.06,0,0.85,0.09,-0.08,0
Kepler-250 d,Kepler-250,1,3,0.81,0.46,-0.46,0,,,,
Kepler-250 d,Kepler-250,1,3,0.78,,,0,0.83,,,0
Kepler-250 d,Kepler-250,1,3,0.78,,,0,0.83,,,0
Kepler-250 d,Kepler-250,1,3,0.80,0.20,-0.06,0,0.85,0.09,-0.08,0
Kepler-250 d,Kepler-250,1,3,0.76,0.04,-0.04,0,,,,
Kepler-251 b,Kepler-251,1,4,1.07,0.38,-0.17,0,0.94,0.14,-0.09,0
Kepler-251 b,Kepler-251,1,4,0.83,0.04,-0.04,0,,,,
Kepler-251 b,Kepler-251,1,4,0.87,0.09,-0.07,0,0.84,0.06,-0.04,0
Kepler-251 b,Kepler-251,1,4,0.91,0.05,-0.04,0,0.95,0.04,-0.04,0
Kepler-251 b,Kepler-251,1,4,0.89,,,0,0.97,,,0
Kepler-251 b,Kepler-251,1,4,0.89,,,0,0.97,,,0
Kepler-251 b,Kepler-251,1,4,1.07,0.38,-0.17,0,0.94,0.14,-0.09,0
Kepler-251 b,Kepler-251,1,4,1.07,0.38,-0.17,0,0.94,0.14,-0.09,0
Kepler-251 b,Kepler-251,1,4,1.09,0.47,-0.47,0,0.96,0.11,-0.11,0
Kepler-251 b,Kepler-251,1,4,0.89,0.15,-0.15,0,,,,
Kepler-251 c,Kepler-251,1,4,1.07,0.38,-0.17,0,0.94,0.14,-0.09,0
Kepler-251 c,Kepler-251,1,4,0.91,0.05,-0.04,0,0.95,0.04,-0.04,0
Kepler-251 c,Kepler-251,1,4,0.89,,,0,0.97,,,0
Kepler-251 c,Kepler-251,1,4,0.87,0.09,-0.07,0,0.84,0.06,-0.04,0
Kepler-251 c,Kepler-251,1,4,1.07,0.38,-0.17,0,0.94,0.14,-0.09,0
Kepler-251 c,Kepler-251,1,4,0.89,,,0,0.97,,,0
Kepler-251 c,Kepler-251,1,4,0.89,0.15,-0.15,0,,,,
Kepler-251 c,Kepler-251,1,4,0.89,,,0,0.97,,,0
Kepler-251 c,Kepler-251,1,4,1.07,0.38,-0.17,0,0.94,0.14,-0.09,0
Kepler-251 c,Kepler-251,1,4,0.83,0.04,-0.04,0,,,,
Kepler-251 c,Kepler-251,1,4,1.09,0.47,-0.47,0,0.96,0.11,-0.11,0
Kepler-251 d,Kepler-251,1,4,1.07,0.38,-0.17,0,0.94,0.14,-0.09,0
Kepler-251 d,Kepler-251,1,4,1.09,0.47,-0.47,0,0.96,0.11,-0.11,0
Kepler-251 d,Kepler-251,1,4,1.07,0.38,-0.17,0,0.94,0.14,-0.09,0
Kepler-251 d,Kepler-251,1,4,0.91,0.05,-0.04,0,0.95,0.04,-0.04,0
Kepler-251 d,Kepler-251,1,4,0.83,0.04,-0.04,0,,,,
Kepler-251 d,Kepler-251,1,4,0.87,0.09,-0.07,0,0.84,0.06,-0.04,0
Kepler-251 d,Kepler-251,1,4,0.89,,,0,0.97,,,0
Kepler-251 d,Kepler-251,1,4,0.89,,,0,0.97,,,0
Kepler-251 d,Kepler-251,1,4,0.89,0.15,-0.15,0,,,,
Kepler-251 d,Kepler-251,1,4,0.89,,,0,0.97,,,0
Kepler-251 d,Kepler-251,1,4,1.07,0.38,-0.17,0,0.94,0.14,-0.09,0
Kepler-251 e,Kepler-251,1,4,1.07,0.38,-0.17,0,0.94,0.14,-0.09,0
Kepler-251 e,Kepler-251,1,4,1.07,0.38,-0.17,0,0.94,0.14,-0.09,0
Kepler-251 e,Kepler-251,1,4,0.87,0.09,-0.07,0,0.84,0.06,-0.04,0
Kepler-251 e,Kepler-251,1,4,1.07,0.38,-0.17,0,0.94,0.14,-0.09,0
Kepler-251 e,Kepler-251,1,4,1.09,0.47,-0.47,0,0.96,0.11,-0.11,0
Kepler-251 e,Kepler-251,1,4,0.89,,,0,0.97,,,0
Kepler-251 e,Kepler-251,1,4,0.89,0.15,-0.15,0,,,,
Kepler-251 e,Kepler-251,1,4,0.91,0.05,-0.04,0,0.95,0.04,-0.04,0
Kepler-251 e,Kepler-251,1,4,0.83,0.04,-0.04,0,,,,
Kepler-251 e,Kepler-251,1,4,0.89,,,0,0.97,,,0
Kepler-252 b,Kepler-252,1,2,0.59,0.09,-0.09,0,0.61,0.10,-0.10,0
Kepler-252 b,Kepler-252,1,2,0.68,,,0,0.70,,,0
Kepler-252 b,Kepler-252,1,2,0.55,0.03,-0.03,0,,,,
Kepler-252 b,Kepler-252,1,2,0.58,0.01,-0.01,0,0.61,0.01,-0.01,0
Kepler-252 b,Kepler-252,1,2,0.68,,,0,0.70,,,0
Kepler-252 b,Kepler-252,1,2,0.66,0.03,-0.03,0,0.70,0.04,-0.03,0
Kepler-252 b,Kepler-252,1,2,0.59,0.09,-0.09,0,0.61,0.10,-0.10,0
Kepler-252 b,Kepler-252,1,2,0.68,,,0,0.70,,,0
Kepler-252 b,Kepler-252,1,2,0.70,0.03,-0.03,0,,,,
Kepler-252 b,Kepler-252,1,2,0.59,0.09,-0.09,0,0.61,0.10,-0.10,0
Kepler-252 b,Kepler-252,1,2,0.59,0.11,-0.11,0,0.61,0.12,-0.10,0
Kepler-252 c,Kepler-252,1,2,0.59,0.09,-0.09,0,0.61,0.10,-0.10,0
Kepler-252 c,Kepler-252,1,2,0.68,,,0,0.70,,,0
Kepler-252 c,Kepler-252,1,2,0.59,0.09,-0.09,0,0.61,0.10,-0.10,0
Kepler-252 c,Kepler-252,1,2,0.59,0.11,-0.11,0,0.61,0.12,-0.10,0
Kepler-252 c,Kepler-252,1,2,0.55,0.03,-0.03,0,,,,
Kepler-252 c,Kepler-252,1,2,0.59,0.09,-0.09,0,0.61,0.10,-0.10,0
Kepler-252 c,Kepler-252,1,2,0.70,0.03,-0.03,0,,,,
Kepler-252 c,Kepler-252,1,2,0.66,0.03,-0.03,0,0.70,0.04,-0.03,0
Kepler-252 c,Kepler-252,1,2,0.58,0.01,-0.01,0,0.61,0.01,-0.01,0
Kepler-252 c,Kepler-252,1,2,0.68,,,0,0.70,,,0
Kepler-252 c,Kepler-252,1,2,0.59,0.09,-0.09,0,0.61,0.10,-0.10,0
Kepler-252 c,Kepler-252,1,2,0.68,,,0,0.70,,,0
Kepler-253 b,Kepler-253,1,3,0.79,0.32,-0.32,0,,,,
Kepler-253 b,Kepler-253,1,3,0.81,0.04,-0.04,0,,,,
Kepler-253 b,Kepler-253,1,3,0.71,0.45,-0.45,0,0.81,0.09,-0.09,0
Kepler-253 b,Kepler-253,1,3,0.85,,,0,0.83,,,0
Kepler-253 b,Kepler-253,1,3,0.79,0.16,-0.06,0,0.87,0.07,-0.09,0
Kepler-253 b,Kepler-253,1,3,0.85,,,0,0.83,,,0
Kepler-253 b,Kepler-253,1,3,0.79,0.16,-0.06,0,0.87,0.07,-0.09,0
Kepler-253 b,Kepler-253,1,3,0.79,0.16,-0.06,0,0.87,0.07,-0.09,0
Kepler-253 b,Kepler-253,1,3,0.78,0.11,-0.06,0,0.87,0.06,-0.09,0
Kepler-253 b,Kepler-253,1,3,0.81,0.05,-0.04,0,0.85,0.04,-0.04,0
Kepler-253 c,Kepler-253,1,3,0.79,0.16,-0.06,0,0.87,0.07,-0.09,0
Kepler-253 c,Kepler-253,1,3,0.85,,,0,0.83,,,0
Kepler-253 c,Kepler-253,1,3,0.71,0.45,-0.45,0,0.81,0.09,-0.09,0
Kepler-253 c,Kepler-253,1,3,0.78,0.11,-0.06,0,0.87,0.06,-0.09,0
Kepler-253 c,Kepler-253,1,3,0.79,0.32,-0.32,0,,,,
Kepler-253 c,Kepler-253,1,3,0.79,0.16,-0.06,0,0.87,0.07,-0.09,0
Kepler-253 c,Kepler-253,1,3,0.85,,,0,0.83,,,0
Kepler-253 c,Kepler-253,1,3,0.79,0.16,-0.06,0,0.87,0.07,-0.09,0
Kepler-253 c,Kepler-253,1,3,0.85,,,0,0.83,,,0
Kepler-253 c,Kepler-253,1,3,0.81,0.04,-0.04,0,,,,
Kepler-253 c,Kepler-253,1,3,0.81,0.05,-0.04,0,0.85,0.04,-0.04,0
Kepler-253 d,Kepler-253,1,3,0.78,0.11,-0.06,0,0.87,0.06,-0.09,0
Kepler-253 d,Kepler-253,1,3,0.85,,,0,0.83,,,0
Kepler-253 d,Kepler-253,1,3,0.81,0.05,-0.04,0,0.85,0.04,-0.04,0
Kepler-253 d,Kepler-253,1,3,0.79,0.16,-0.06,0,0.87,0.07,-0.09,0
Kepler-253 d,Kepler-253,1,3,0.85,,,0,0.83,,,0
Kepler-253 d,Kepler-253,1,3,0.85,,,0,0.83,,,0
Kepler-253 d,Kepler-253,1,3,0.71,0.45,-0.45,0,0.81,0.09,-0.09,0
Kepler-253 d,Kepler-253,1,3,0.79,0.16,-0.06,0,0.87,0.07,-0.09,0
Kepler-253 d,Kepler-253,1,3,0.79,0.16,-0.06,0,0.87,0.07,-0.09,0
Kepler-253 d,Kepler-253,1,3,0.81,0.04,-0.04,0,,,,
Kepler-253 d,Kepler-253,1,3,0.79,0.32,-0.32,0,,,,
Kepler-254 b,Kepler-254,1,3,0.90,0.09,-0.06,0,0.93,0.04,-0.05,0
Kepler-254 b,Kepler-254,1,3,0.91,,,0,0.99,,,0
Kepler-254 b,Kepler-254,1,3,1.06,0.16,-0.13,0,0.94,0.06,-0.05,0
Kepler-254 b,Kepler-254,1,3,0.89,0.35,-0.07,0,0.97,0.11,-0.12,0
Kepler-254 b,Kepler-254,1,3,0.91,,,0,0.99,,,0
Kepler-254 b,Kepler-254,1,3,0.91,,,0,0.99,,,0
Kepler-254 b,Kepler-254,1,3,0.89,0.35,-0.07,0,0.97,0.11,-0.12,0
Kepler-254 b,Kepler-254,1,3,0.92,0.30,-0.30,0,1.02,0.06,-0.06,0
Kepler-254 b,Kepler-254,1,3,0.89,0.35,-0.07,0,0.97,0.11,-0.12,0
Kepler-254 b,Kepler-254,1,3,0.91,0.43,-0.43,0,,,,
Kepler-254 b,Kepler-254,1,3,0.93,0.07,-0.06,0,,,,
Kepler-254 c,Kepler-254,1,3,0.93,0.07,-0.06,0,,,,
Kepler-254 c,Kepler-254,1,3,1.06,0.16,-0.13,0,0.94,0.06,-0.05,0
Kepler-254 c,Kepler-254,1,3,0.89,0.35,-0.07,0,0.97,0.11,-0.12,0
Kepler-254 c,Kepler-254,1,3,0.89,,,0,0.97,,,0
Kepler-254 c,Kepler-254,1,3,0.90,0.09,-0.06,0,0.93,0.04,-0.05,0
Kepler-254 c,Kepler-254,1,3,0.91,,,0,0.99,,,0
Kepler-254 c,Kepler-254,1,3,0.89,0.35,-0.07,0,0.97,0.11,-0.12,0
Kepler-254 c,Kepler-254,1,3,0.91,,,0,0.99,,,0
Kepler-254 c,Kepler-254,1,3,0.91,,,0,0.99,,,0
Kepler-254 c,Kepler-254,1,3,0.92,0.30,-0.30,0,1.02,0.06,-0.06,0
Kepler-254 c,Kepler-254,1,3,0.91,0.43,-0.43,0,,,,
Kepler-254 c,Kepler-254,1,3,0.89,0.35,-0.07,0,0.97,0.11,-0.12,0
Kepler-254 d,Kepler-254,1,3,0.89,0.35,-0.07,0,0.97,0.11,-0.12,0
Kepler-254 d,Kepler-254,1,3,0.91,,,0,0.99,,,0
Kepler-254 d,Kepler-254,1,3,0.90,0.09,-0.06,0,0.93,0.04,-0.05,0
Kepler-254 d,Kepler-254,1,3,0.91,0.43,-0.43,0,,,,
Kepler-254 d,Kepler-254,1,3,1.06,0.16,-0.13,0,0.94,0.06,-0.05,0
Kepler-254 d,Kepler-254,1,3,0.91,,,0,0.99,,,0
Kepler-254 d,Kepler-254,1,3,0.92,0.30,-0.30,0,1.02,0.06,-0.06,0
Kepler-254 d,Kepler-254,1,3,0.89,,,0,0.97,,,0
Kepler-254 d,Kepler-254,1,3,0.89,0.35,-0.07,0,0.97,0.11,-0.12,0
Kepler-254 d,Kepler-254,1,3,0.89,0.35,-0.07,0,0.97,0.11,-0.12,0
Kepler-254 d,Kepler-254,1,3,0.93,0.07,-0.06,0,,,,
Kepler-254 d,Kepler-254,1,3,0.91,,,0,0.99,,,0
Kepler-255 b,Kepler-255,1,3,0.93,0.37,-0.37,0,,,,
Kepler-255 b,Kepler-255,1,3,0.86,0.07,-0.06,0,0.90,0.04,-0.05,0
Kepler-255 b,Kepler-255,1,3,0.89,0.35,-0.06,0,1.01,0.11,-0.11,0
Kepler-255 b,Kepler-255,1,3,0.89,0.35,-0.06,0,1.01,0.11,-0.11,0
Kepler-255 b,Kepler-255,1,3,1.02,,,0,0.86,,,0
Kepler-255 b,Kepler-255,1,3,1.01,0.14,-0.14,0,0.87,0.06,-0.03,0
Kepler-255 b,Kepler-255,1,3,1.02,,,0,0.86,,,0
Kepler-255 b,Kepler-255,1,3,0.89,0.35,-0.06,0,1.01,0.11,-0.11,0
Kepler-255 b,Kepler-255,1,3,0.80,0.38,-0.38,0,0.88,0.07,-0.07,0
Kepler-255 b,Kepler-255,1,3,0.93,0.05,-0.05,0,,,,
Kepler-255 c,Kepler-255,1,3,0.89,0.35,-0.06,0,1.01,0.11,-0.11,0
Kepler-255 c,Kepler-255,1,3,0.93,0.37,-0.37,0,,,,
Kepler-255 c,Kepler-255,1,3,1.02,,,0,0.86,,,0
Kepler-255 c,Kepler-255,1,3,1.01,0.14,-0.14,0,0.87,0.06,-0.03,0
Kepler-255 c,Kepler-255,1,3,1.02,,,0,0.86,,,0
Kepler-255 c,Kepler-255,1,3,0.89,0.35,-0.06,0,1.01,0.11,-0.11,0
Kepler-255 c,Kepler-255,1,3,0.93,0.05,-0.05,0,,,,
Kepler-255 c,Kepler-255,1,3,0.86,0.07,-0.06,0,0.90,0.04,-0.05,0
Kepler-255 c,Kepler-255,1,3,0.89,0.35,-0.06,0,1.01,0.11,-0.11,0
Kepler-255 c,Kepler-255,1,3,1.02,,,0,0.86,,,0
Kepler-255 c,Kepler-255,1,3,0.80,0.38,-0.38,0,0.88,0.07,-0.07,0
Kepler-255 d,Kepler-255,1,3,0.93,0.05,-0.05,0,,,,
Kepler-255 d,Kepler-255,1,3,1.02,,,0,0.86,,,0
Kepler-255 d,Kepler-255,1,3,0.89,0.35,-0.06,0,1.01,0.11,-0.11,0
Kepler-255 d,Kepler-255,1,3,1.02,,,0,0.86,,,0
Kepler-255 d,Kepler-255,1,3,1.01,0.14,-0.14,0,0.87,0.06,-0.03,0
Kepler-255 d,Kepler-255,1,3,0.80,0.38,-0.38,0,0.88,0.07,-0.07,0
Kepler-255 d,Kepler-255,1,3,0.89,0.35,-0.06,0,1.01,0.11,-0.11,0
Kepler-255 d,Kepler-255,1,3,0.89,0.35,-0.06,0,1.01,0.11,-0.11,0
Kepler-255 d,Kepler-255,1,3,0.86,0.07,-0.06,0,0.90,0.04,-0.05,0
Kepler-256 b,Kepler-256,1,4,0.89,0.44,-0.44,0,1.00,0.11,-0.11,0
Kepler-256 b,Kepler-256,1,4,1.00,,,0,0.98,,,0
Kepler-256 b,Kepler-256,1,4,0.96,0.41,-0.09,0,1.07,0.18,-0.15,0
Kepler-256 b,Kepler-256,1,4,0.96,0.41,-0.09,0,1.07,0.18,-0.15,0
Kepler-256 b,Kepler-256,1,4,0.96,0.41,-0.09,0,1.07,0.18,-0.15,0
Kepler-256 b,Kepler-256,1,4,1.25,0.20,-0.24,0,0.95,0.08,-0.05,0
Kepler-256 b,Kepler-256,1,4,1.00,,,0,0.98,,,0
Kepler-256 b,Kepler-256,1,4,1.14,0.18,-0.16,0,0.97,0.05,-0.04,0
Kepler-256 b,Kepler-256,1,4,1.30,0.32,-0.32,0,,,,
Kepler-256 b,Kepler-256,1,4,0.98,0.05,-0.05,0,,,,
Kepler-256 c,Kepler-256,1,4,0.96,0.41,-0.09,0,1.07,0.18,-0.15,0
Kepler-256 c,Kepler-256,1,4,1.25,0.20,-0.24,0,0.95,0.08,-0.05,0
Kepler-256 c,Kepler-256,1,4,1.30,0.32,-0.32,0,,,,
Kepler-256 c,Kepler-256,1,4,0.89,0.44,-0.44,0,1.00,0.11,-0.11,0
Kepler-256 c,Kepler-256,1,4,0.96,0.41,-0.09,0,1.07,0.18,-0.15,0
Kepler-256 c,Kepler-256,1,4,1.00,,,0,0.98,,,0
Kepler-256 c,Kepler-256,1,4,0.98,0.05,-0.05,0,,,,
Kepler-256 c,Kepler-256,1,4,1.14,0.18,-0.16,0,0.97,0.05,-0.04,0
Kepler-256 c,Kepler-256,1,4,0.96,0.41,-0.09,0,1.07,0.18,-0.15,0
Kepler-256 c,Kepler-256,1,4,1.00,,,0,0.98,,,0
Kepler-256 d,Kepler-256,1,4,0.89,0.44,-0.44,0,1.00,0.11,-0.11,0
Kepler-256 d,Kepler-256,1,4,1.30,0.32,-0.32,0,,,,
Kepler-256 d,Kepler-256,1,4,1.00,,,0,0.98,,,0
Kepler-256 d,Kepler-256,1,4,1.25,0.20,-0.24,0,0.95,0.08,-0.05,0
Kepler-256 d,Kepler-256,1,4,0.98,0.05,-0.05,0,,,,
Kepler-256 d,Kepler-256,1,4,0.96,0.41,-0.09,0,1.07,0.18,-0.15,0
Kepler-256 d,Kepler-256,1,4,1.00,,,0,0.98,,,0
Kepler-256 d,Kepler-256,1,4,1.14,0.18,-0.16,0,0.97,0.05,-0.04,0
Kepler-256 d,Kepler-256,1,4,0.96,0.41,-0.09,0,1.07,0.18,-0.15,0
Kepler-256 d,Kepler-256,1,4,0.96,0.41,-0.09,0,1.07,0.18,-0.15,0
Kepler-256 e,Kepler-256,1,4,1.14,0.18,-0.16,0,0.97,0.05,-0.04,0
Kepler-256 e,Kepler-256,1,4,0.96,0.41,-0.09,0,1.07,0.18,-0.15,0
Kepler-256 e,Kepler-256,1,4,0.89,0.44,-0.44,0,1.00,0.11,-0.11,0
Kepler-256 e,Kepler-256,1,4,1.30,0.32,-0.32,0,,,,
Kepler-256 e,Kepler-256,1,4,1.00,,,0,0.98,,,0
Kepler-256 e,Kepler-256,1,4,1.00,,,0,0.98,,,0
Kepler-256 e,Kepler-256,1,4,1.00,,,0,0.98,,,0
Kepler-256 e,Kepler-256,1,4,0.98,0.05,-0.05,0,,,,
Kepler-256 e,Kepler-256,1,4,1.25,0.20,-0.24,0,0.95,0.08,-0.05,0
Kepler-256 e,Kepler-256,1,4,0.96,0.41,-0.09,0,1.07,0.18,-0.15,0
Kepler-256 e,Kepler-256,1,4,0.96,0.41,-0.09,0,1.07,0.18,-0.15,0
Kepler-257 b,Kepler-257,1,3,0.97,0.33,-0.15,0,0.87,0.07,-0.06,0
Kepler-257 b,Kepler-257,1,3,0.87,,,0,0.82,,,0
Kepler-257 b,Kepler-257,1,3,0.87,,,0,0.82,,,0
Kepler-257 b,Kepler-257,1,3,0.97,0.71,-0.14,0,0.87,0.10,-0.06,0
Kepler-257 b,Kepler-257,1,3,0.75,0.82,-0.82,0,0.74,0.14,-0.14,0
Kepler-257 b,Kepler-257,1,3,0.97,0.71,-0.14,0,0.87,0.10,-0.06,0
Kepler-257 b,Kepler-257,1,3,0.97,0.71,-0.14,0,0.87,0.10,-0.06,0
Kepler-257 b,Kepler-257,1,3,0.87,,,0,0.82,,,0
Kepler-257 b,Kepler-257,1,3,0.81,0.06,-0.04,0,0.85,0.04,-0.04,0
Kepler-257 b,Kepler-257,1,3,1.04,0.52,-0.52,0,,,,
Kepler-257 c,Kepler-257,1,3,0.75,0.82,-0.82,0,0.74,0.14,-0.14,0
Kepler-257 c,Kepler-257,1,3,0.97,0.71,-0.14,0,0.87,0.10,-0.06,0
Kepler-257 c,Kepler-257,1,3,1.04,0.52,-0.52,0,,,,
Kepler-257 c,Kepler-257,1,3,0.87,,,0,0.82,,,0
Kepler-257 c,Kepler-257,1,3,0.87,,,0,0.82,,,0
Kepler-257 c,Kepler-257,1,3,0.97,0.33,-0.15,0,0.87,0.07,-0.06,0
Kepler-257 c,Kepler-257,1,3,0.81,0.06,-0.04,0,0.85,0.04,-0.04,0
Kepler-257 c,Kepler-257,1,3,0.97,0.71,-0.14,0,0.87,0.10,-0.06,0
Kepler-257 c,Kepler-257,1,3,0.97,0.71,-0.14,0,0.87,0.10,-0.06,0
Kepler-257 c,Kepler-257,1,3,0.87,,,0,0.82,,,0
Kepler-257 d,Kepler-257,1,3,0.97,0.71,-0.14,0,0.87,0.10,-0.06,0
Kepler-257 d,Kepler-257,1,3,0.87,,,0,0.82,,,0
Kepler-257 d,Kepler-257,1,3,0.87,,,0,0.82,,,0
Kepler-257 d,Kepler-257,1,3,0.97,0.33,-0.15,0,0.87,0.07,-0.06,0
Kepler-257 d,Kepler-257,1,3,0.87,,,0,0.82,,,0
Kepler-257 d,Kepler-257,1,3,0.97,0.71,-0.14,0,0.87,0.10,-0.06,0
Kepler-257 d,Kepler-257,1,3,0.81,0.06,-0.04,0,0.85,0.04,-0.04,0
Kepler-257 d,Kepler-257,1,3,0.75,0.82,-0.82,0,0.74,0.14,-0.14,0
Kepler-257 d,Kepler-257,1,3,0.97,0.71,-0.14,0,0.87,0.10,-0.06,0
Kepler-257 d,Kepler-257,1,3,1.04,0.52,-0.52,0,,,,
Kepler-258 b,Kepler-258,1,2,0.89,1.71,-0.10,0,0.83,0.19,-0.05,0
Kepler-258 b,Kepler-258,1,2,0.89,1.71,-0.10,0,0.83,0.19,-0.05,0
Kepler-258 b,Kepler-258,1,2,0.73,,,0,0.79,,,0
Kepler-258 b,Kepler-258,1,2,0.73,,,0,0.79,,,0
Kepler-258 b,Kepler-258,1,2,0.89,1.02,-0.13,0,0.83,0.06,-0.05,0
Kepler-258 b,Kepler-258,1,2,0.77,0.04,-0.03,0,0.82,0.03,-0.04,0
Kepler-258 b,Kepler-258,1,2,0.73,,,0,0.79,,,0
Kepler-258 b,Kepler-258,1,2,0.92,0.61,-0.61,0,,,,
Kepler-258 b,Kepler-258,1,2,0.74,0.06,-0.05,0,,,,
Kepler-258 b,Kepler-258,1,2,0.68,0.76,-0.76,0,0.70,0.11,-0.11,0
Kepler-258 b,Kepler-258,1,2,0.89,1.71,-0.10,0,0.83,0.19,-0.05,0
Kepler-258 c,Kepler-258,1,2,0.89,1.71,-0.10,0,0.83,0.19,-0.05,0
Kepler-258 c,Kepler-258,1,2,0.92,0.61,-0.61,0,,,,
Kepler-258 c,Kepler-258,1,2,0.73,,,0,0.79,,,0
Kepler-258 c,Kepler-258,1,2,0.73,,,0,0.79,,,0
Kepler-258 c,Kepler-258,1,2,0.89,1.71,-0.10,0,0.83,0.19,-0.05,0
Kepler-258 c,Kepler-258,1,2,0.73,,,0,0.79,,,0
Kepler-258 c,Kepler-258,1,2,0.89,1.71,-0.10,0,0.83,0.19,-0.05,0
Kepler-258 c,Kepler-258,1,2,0.74,0.06,-0.05,0,,,,
Kepler-258 c,Kepler-258,1,2,0.89,1.02,-0.13,0,0.83,0.06,-0.05,0
Kepler-258 c,Kepler-258,1,2,0.68,0.76,-0.76,0,0.70,0.11,-0.11,0
Kepler-258 c,Kepler-258,1,2,0.77,0.04,-0.03,0,0.82,0.03,-0.04,0
