# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Oct 25 00:15:47 2021
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,default_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
Kepler-1371 c,Kepler-1371,1,5361.00,70.81,-74.06,0,0.83,0.07,-0.06,0,0.87,0.04,-0.05,0,515.3340000,5.4865000,-5.4865000
Kepler-1372 b,Kepler-1372,1,5677.00,76.20,-103.14,0,0.97,0.26,-0.08,0,0.98,0.05,-0.05,0,1303.2200000,54.5700000,-50.4300000
Kepler-1373 b,Kepler-1373,1,6299.00,169.62,-170.73,0,1.33,0.62,-0.20,0,1.22,0.20,-0.12,0,1699.4600000,131.9200000,-114.5500000
Kepler-1374 b,Kepler-1374,1,5323.00,108.36,-85.42,0,0.81,0.06,-0.06,0,0.85,0.05,-0.06,0,1078.4600000,41.5500000,-38.6300000
Kepler-1375 b,Kepler-1375,1,6704.00,142.25,-207.96,0,1.78,0.69,-0.34,0,1.47,0.22,-0.16,0,1430.8400000,32.4600000,-32.4600000
Kepler-1376 b,Kepler-1376,1,5659.00,64.10,-77.43,0,0.97,0.18,-0.07,0,0.98,0.04,-0.04,0,868.0560000,14.9850000,-14.4920000
Kepler-1377 b,Kepler-1377,1,5218.00,42.47,-53.61,0,0.82,0.05,-0.04,0,0.86,0.04,-0.04,0,1146.1000000,54.2500000,-49.6300000
Kepler-1378 b,Kepler-1378,1,4407.00,93.22,-65.02,0,0.67,0.02,-0.02,0,0.70,0.02,-0.02,0,506.4340000,12.6650000,-12.0720000
Kepler-1379 b,Kepler-1379,1,5188.00,78.92,-114.14,0,0.79,0.05,-0.05,0,0.83,0.04,-0.05,0,971.3250000,43.8825000,-43.8825000
Kepler-138 b,Kepler-138,1,3841.00,49.00,-49.00,0,0.44,0.02,-0.02,0,0.52,0.06,-0.06,0,66.8624000,0.1070000,-0.1070000
Kepler-138 c,Kepler-138,1,3841.00,49.00,-49.00,0,0.44,0.02,-0.02,0,0.52,0.06,-0.06,0,66.8624000,0.1070000,-0.1070000
Kepler-138 d,Kepler-138,1,3841.00,49.00,-49.00,0,0.44,0.02,-0.02,0,0.52,0.06,-0.06,0,66.8624000,0.1070000,-0.1070000
Kepler-1380 b,Kepler-1380,1,5570.00,64.32,-82.20,0,0.94,0.16,-0.06,0,0.96,0.05,-0.04,0,2462.9400000,192.9200000,-167.4300000
Kepler-1381 b,Kepler-1381,1,5747.00,83.75,-73.16,0,0.94,0.11,-0.07,0,0.96,0.05,-0.07,0,1197.0400000,39.1700000,-36.8100000
Kepler-1382 b,Kepler-1382,1,6161.00,92.38,-96.56,0,1.72,0.35,-0.31,0,1.36,0.12,-0.10,0,738.2610000,30.5940000,-28.2890000
Kepler-1383 b,Kepler-1383,1,6370.00,285.54,-259.89,0,1.44,0.64,-0.29,0,1.26,0.24,-0.16,0,1027.2100000,23.3600000,-23.3600000
Kepler-1384 b,Kepler-1384,1,4919.00,158.66,-126.82,0,0.74,0.04,-0.04,0,0.78,0.04,-0.05,0,,,
Kepler-1385 b,Kepler-1385,1,5732.00,65.47,-58.33,0,1.29,0.30,-0.20,0,1.15,0.10,-0.05,0,688.7950000,15.9530000,-15.2590000
Kepler-1386 b,Kepler-1386,1,5733.00,71.22,-88.00,0,1.03,0.31,-0.10,0,1.02,0.06,-0.05,0,835.8820000,12.6250000,-12.2620000
Kepler-1387 b,Kepler-1387,1,5046.00,67.56,-88.55,0,0.77,0.04,-0.03,0,0.82,0.04,-0.04,0,455.3580000,4.2220000,-4.2220000
Kepler-1388 b,Kepler-1388,1,4098.00,48.16,-51.90,0,0.61,0.02,-0.03,0,0.63,0.02,-0.03,0,453.7950000,7.4825000,-7.4825000
Kepler-1388 c,Kepler-1388,1,4098.00,48.16,-51.90,0,0.61,0.02,-0.03,0,0.63,0.02,-0.03,0,453.7950000,7.4825000,-7.4825000
Kepler-1388 d,Kepler-1388,1,4098.00,48.16,-51.90,0,0.61,0.02,-0.03,0,0.63,0.02,-0.03,0,453.7950000,7.4825000,-7.4825000
Kepler-1388 e,Kepler-1388,1,4098.00,48.16,-51.90,0,0.61,0.02,-0.03,0,0.63,0.02,-0.03,0,453.7950000,7.4825000,-7.4825000
Kepler-1389 b,Kepler-1389,1,5078.00,47.05,-46.72,0,0.74,0.02,-0.02,0,0.81,0.03,-0.03,0,497.0930000,4.7000000,-4.7000000
Kepler-139 b,Kepler-139,1,5594.00,100.00,-100.00,0,1.30,0.25,-0.25,0,,,,,391.0380000,4.2380000,-4.1490000
Kepler-139 c,Kepler-139,1,5594.00,100.00,-100.00,0,1.30,0.25,-0.25,0,,,,,391.0380000,4.2380000,-4.1490000
Kepler-1390 b,Kepler-1390,1,5753.00,141.59,-169.25,0,0.98,0.20,-0.10,0,0.98,0.07,-0.07,0,723.4310000,10.5405000,-10.5405000
Kepler-1391 b,Kepler-1391,1,5840.00,90.40,-77.55,0,1.10,0.17,-0.11,0,1.03,0.05,-0.04,0,1038.3500000,17.5550000,-17.5550000
Kepler-1392 b,Kepler-1392,1,5479.00,80.63,-80.97,0,0.85,0.09,-0.07,0,0.88,0.05,-0.06,0,,,
Kepler-1393 b,Kepler-1393,1,5697.00,65.18,-56.74,0,0.92,0.05,-0.04,0,0.95,0.04,-0.05,0,544.4560000,,
Kepler-1394 b,Kepler-1394,1,6481.00,65.36,-62.24,0,2.55,0.35,-0.39,0,1.64,0.09,-0.12,0,640.4090000,8.2260000,-8.0230000
Kepler-1395 b,Kepler-1395,1,6138.00,66.83,-60.63,0,1.23,0.12,-0.08,0,1.17,0.04,-0.03,0,492.8940000,7.0890000,-6.8940000
Kepler-1396 b,Kepler-1396,1,6195.00,181.71,-189.71,0,1.27,0.46,-0.18,0,1.18,0.17,-0.10,0,1066.4600000,21.1600000,-21.1600000
Kepler-1397 b,Kepler-1397,1,6026.00,97.07,-95.81,0,1.12,0.11,-0.08,0,1.09,0.04,-0.05,0,1198.2500000,24.8000000,-23.8200000
Kepler-1398 b,Kepler-1398,1,6126.00,115.41,-125.42,0,1.18,0.37,-0.14,0,1.13,0.12,-0.08,0,852.2040000,10.6090000,-10.6090000
Kepler-1398 c,Kepler-1398,1,6126.00,115.41,-125.42,0,1.18,0.37,-0.14,0,1.13,0.12,-0.08,0,852.2040000,10.6090000,-10.6090000
Kepler-1399 b,Kepler-1399,1,5735.00,112.36,-112.34,0,0.96,0.16,-0.08,0,0.97,0.06,-0.06,0,1385.7000000,60.5700000,-55.7900000
Kepler-14 b,Kepler-14,1,6395.00,60.00,-60.00,0,2.05,0.11,-0.08,0,1.51,0.04,-0.04,0,,,
Kepler-140 b,Kepler-140,1,6077.00,136.00,-136.00,0,1.29,0.24,-0.24,0,,,,,583.8590000,7.0970000,-6.9310000
Kepler-140 c,Kepler-140,1,6077.00,136.00,-136.00,0,1.29,0.24,-0.24,0,,,,,583.8590000,7.0970000,-6.9310000
Kepler-1400 b,Kepler-1400,1,5044.00,43.82,-45.77,0,0.78,0.04,-0.03,0,0.83,0.03,-0.04,0,752.2370000,17.6350000,-16.8580000
Kepler-1401 b,Kepler-1401,1,5964.00,104.96,-124.67,0,1.10,0.23,-0.12,0,1.07,0.07,-0.06,0,1425.4300000,,
Kepler-1402 b,Kepler-1402,1,5416.00,64.99,-74.47,0,0.87,0.08,-0.05,0,0.90,0.04,-0.04,0,1493.6400000,40.3400000,-38.3100000
Kepler-1403 b,Kepler-1403,1,6060.00,144.25,-145.90,0,1.15,0.29,-0.13,0,1.11,0.10,-0.07,0,2163.9000000,158.6700000,-138.7800000
Kepler-1404 b,Kepler-1404,1,5261.00,99.17,-104.59,0,0.80,0.05,-0.05,0,0.84,0.05,-0.05,0,962.1830000,42.4670000,-39.0820000
Kepler-1405 b,Kepler-1405,1,5925.00,156.83,-211.16,0,1.07,0.23,-0.12,0,1.05,0.08,-0.08,0,1530.3000000,87.7000000,-78.8300000
Kepler-1406 b,Kepler-1406,1,5892.00,61.02,-55.69,0,1.12,0.18,-0.11,0,1.05,0.04,-0.04,0,572.4030000,,
Kepler-1407 b,Kepler-1407,1,6010.00,158.66,-154.68,0,1.15,0.27,-0.14,0,1.10,0.10,-0.08,0,1396.4100000,50.8700000,-47.4700000
Kepler-1408 b,Kepler-1408,1,6170.00,99.15,-2360.24,0,1.35,104.53,-0.23,0,1.21,1.00,-0.10,0,535.0480000,6.4120000,-6.2650000
Kepler-1409 b,Kepler-1409,1,5160.00,76.61,-73.84,0,0.79,0.04,-0.04,0,0.83,0.04,-0.04,0,694.8900000,9.8035000,-9.8035000
Kepler-141 b,Kepler-141,1,4910.00,100.00,-100.00,0,0.79,0.04,-0.04,0,,,,,301.1830000,1.3090000,-1.2980000
Kepler-141 c,Kepler-141,1,4910.00,100.00,-100.00,0,0.79,0.04,-0.04,0,,,,,301.1830000,1.3090000,-1.2980000
Kepler-1410 b,Kepler-1410,1,4092.00,100.24,-77.85,0,0.60,0.03,-0.04,0,0.63,0.04,-0.04,0,,,
Kepler-1411 b,Kepler-1411,1,5664.00,67.78,-68.48,0,0.92,0.13,-0.07,0,0.95,0.05,-0.06,0,1660.4800000,94.3000000,-84.8500000
Kepler-1412 b,Kepler-1412,1,5880.00,80.65,-68.91,0,1.27,0.23,-0.18,0,1.06,0.05,-0.04,0,755.6780000,8.8610000,-8.6620000
Kepler-1413 b,Kepler-1413,1,5196.00,117.54,-117.21,0,0.80,0.05,-0.05,0,0.84,0.04,-0.05,0,1167.4900000,69.4300000,-62.1800000
Kepler-1414 b,Kepler-1414,1,4951.00,74.11,-76.49,0,0.75,0.03,-0.04,0,0.80,0.04,-0.04,0,570.8350000,7.3510000,-7.1700000
Kepler-1415 b,Kepler-1415,1,5267.00,55.51,-59.06,0,0.84,0.06,-0.04,0,0.89,0.04,-0.04,0,1043.5600000,40.6000000,-37.7100000
Kepler-1416 b,Kepler-1416,1,6019.00,321.69,-283.99,0,1.15,0.43,-0.18,0,1.09,0.20,-0.11,0,949.5900000,16.9155000,-16.9155000
Kepler-1417 b,Kepler-1417,1,5839.00,93.84,-137.75,0,1.02,0.20,-0.09,0,1.02,0.06,-0.06,0,991.8450000,16.7590000,-16.7590000
Kepler-1418 b,Kepler-1418,1,4770.00,59.97,-63.35,0,0.72,0.02,-0.03,0,0.77,0.03,-0.04,0,,,
Kepler-1419 b,Kepler-1419,1,5796.00,113.94,-157.22,0,1.01,0.23,-0.10,0,1.01,0.06,-0.07,0,1498.5800000,84.1000000,-75.7500000
Kepler-142 b,Kepler-142,1,5790.00,100.00,-100.00,0,1.27,0.24,-0.24,0,,,,,548.6860000,4.1260000,-4.0670000
Kepler-142 c,Kepler-142,1,5790.00,100.00,-100.00,0,1.27,0.24,-0.24,0,,,,,548.6860000,4.1260000,-4.0670000
Kepler-142 d,Kepler-142,1,5790.00,100.00,-100.00,0,1.27,0.24,-0.24,0,,,,,548.6860000,4.1260000,-4.0670000
Kepler-1420 b,Kepler-1420,1,5187.00,207.12,-171.94,0,0.79,0.07,-0.06,0,0.82,0.06,-0.06,0,1054.3700000,54.0200000,-49.0800000
Kepler-1421 b,Kepler-1421,1,6335.00,73.18,-69.44,0,1.42,0.29,-0.16,0,1.25,0.09,-0.06,0,783.4010000,13.3410000,-12.9100000
Kepler-1422 b,Kepler-1422,1,6194.00,143.17,-121.64,0,1.23,0.24,-0.15,0,1.15,0.09,-0.08,0,2465.8400000,221.4600000,-188.5700000
Kepler-1423 b,Kepler-1423,1,4939.00,85.32,-84.66,0,0.75,0.03,-0.04,0,0.79,0.04,-0.04,0,,,
Kepler-1424 b,Kepler-1424,1,5838.00,94.69,-90.41,0,1.07,0.14,-0.09,0,1.02,0.05,-0.04,0,661.4210000,,
Kepler-1425 b,Kepler-1425,1,5718.00,170.34,-173.56,0,0.95,0.16,-0.09,0,0.97,0.07,-0.07,0,863.8730000,11.3220000,-11.3220000
Kepler-1426 b,Kepler-1426,1,5831.00,81.81,-107.42,0,1.02,0.21,-0.09,0,1.02,0.06,-0.06,0,1697.8100000,,
Kepler-1427 b,Kepler-1427,1,5793.00,120.55,-179.64,0,1.01,0.20,-0.10,0,1.01,0.07,-0.07,0,,,
Kepler-1428 b,Kepler-1428,1,6184.00,53.72,-58.83,0,1.36,0.10,-0.08,0,1.28,0.03,-0.03,0,1530.3200000,38.1800000,-38.1800000
Kepler-1429 b,Kepler-1429,1,5902.00,68.85,-77.00,0,1.07,0.28,-0.10,0,1.05,0.06,-0.06,0,1214.0900000,30.0200000,-28.6200000
Kepler-143 b,Kepler-143,1,5848.00,168.00,-168.00,0,1.36,0.32,-0.32,0,,,,,809.4670000,11.2115000,-11.2115000
Kepler-143 c,Kepler-143,1,5848.00,168.00,-168.00,0,1.36,0.32,-0.32,0,,,,,809.4670000,11.2115000,-11.2115000
Kepler-1430 b,Kepler-1430,1,4796.00,46.68,-59.94,0,0.72,0.02,-0.04,0,0.77,0.04,-0.05,0,875.5230000,,
Kepler-1431 b,Kepler-1431,1,5806.00,77.08,-100.35,0,1.03,0.29,-0.10,0,1.03,0.06,-0.05,0,1623.2400000,61.4250000,-61.4250000
Kepler-1432 b,Kepler-1432,1,6031.00,121.96,-137.46,0,1.13,0.29,-0.13,0,1.09,0.09,-0.07,0,2171.8700000,153.1200000,-134.5900000
Kepler-1433 b,Kepler-1433,1,6097.00,97.58,-116.39,0,1.19,0.33,-0.13,0,1.14,0.11,-0.07,0,,,
Kepler-1434 b,Kepler-1434,1,6291.00,88.58,-88.27,0,2.04,0.37,-0.34,0,1.47,0.13,-0.12,0,775.5290000,14.6970000,-14.1700000
Kepler-1435 b,Kepler-1435,1,6356.00,74.81,-65.48,0,1.32,0.18,-0.11,0,1.21,0.06,-0.06,0,704.2110000,9.4270000,-9.1860000
Kepler-1436 b,Kepler-1436,1,5972.00,141.90,-172.48,0,1.09,0.29,-0.14,0,1.06,0.08,-0.08,0,2530.6200000,141.6300000,-127.6300000
Kepler-1437 b,Kepler-1437,1,5557.00,78.69,-80.38,0,0.90,0.11,-0.06,0,0.93,0.04,-0.05,0,2101.6900000,297.1300000,-233.7500000
Kepler-1438 b,Kepler-1438,1,5530.00,56.64,-67.02,0,0.96,0.19,-0.07,0,0.97,0.05,-0.05,0,1154.1300000,63.8000000,-57.5600000
Kepler-1439 b,Kepler-1439,1,3578.00,54.92,-51.71,0,0.43,0.04,-0.05,0,0.46,0.04,-0.06,0,225.3930000,2.5280000,-2.4720000
Kepler-144 b,Kepler-144,1,6075.00,131.00,-131.00,0,1.24,0.24,-0.24,0,,,,,384.9170000,3.2630000,-3.2100000
Kepler-144 c,Kepler-144,1,6075.00,131.00,-131.00,0,1.24,0.24,-0.24,0,,,,,384.9170000,3.2630000,-3.2100000
Kepler-1440 b,Kepler-1440,1,5698.00,66.72,-68.65,0,0.96,0.17,-0.07,0,0.98,0.04,-0.05,0,1115.3500000,24.3300000,-23.3300000
Kepler-1441 b,Kepler-1441,1,5802.00,122.74,-150.60,0,1.00,0.16,-0.09,0,1.00,0.06,-0.06,0,1110.4800000,22.5550000,-22.5550000
Kepler-1442 b,Kepler-1442,1,6394.00,77.00,-77.61,0,1.44,0.13,-0.10,0,1.34,0.05,-0.05,0,608.6800000,9.4460000,-9.1660000
Kepler-1443 b,Kepler-1443,1,6289.00,83.36,-68.31,0,1.27,0.12,-0.09,0,1.19,0.05,-0.05,0,593.6460000,21.9540000,-20.4680000
Kepler-1444 b,Kepler-1444,1,5810.00,85.52,-70.49,0,1.05,0.12,-0.08,0,1.03,0.04,-0.04,0,319.6750000,2.1360000,-2.1080000
Kepler-1445 b,Kepler-1445,1,6150.00,71.30,-60.88,0,1.26,0.26,-0.15,0,1.13,0.07,-0.06,0,506.3570000,6.7040000,-6.5340000
Kepler-1446 b,Kepler-1446,1,4865.00,43.69,-52.46,0,0.75,0.01,-0.01,0,0.81,0.02,-0.02,0,152.0750000,0.6770000,-0.6710000
Kepler-1447 b,Kepler-1447,1,5722.00,108.69,-88.46,0,0.95,0.16,-0.07,0,0.97,0.05,-0.06,0,890.2960000,17.3330000,-16.6950000
Kepler-1448 b,Kepler-1448,1,5774.00,89.88,-66.69,0,0.93,0.12,-0.08,0,0.95,0.06,-0.07,0,768.9030000,10.2315000,-10.2315000
Kepler-1449 b,Kepler-1449,1,5979.00,98.77,-97.37,0,1.10,0.23,-0.11,0,1.08,0.07,-0.06,0,2006.4800000,85.6800000,-79.0700000
Kepler-145 b,Kepler-145,1,,,,,1.85,0.05,-0.05,0,1.32,0.10,-0.10,0,566.8500000,8.3850000,-8.1480000
Kepler-145 c,Kepler-145,1,,,,,1.85,0.05,-0.05,0,1.32,0.10,-0.10,0,566.8500000,8.3850000,-8.1480000
Kepler-1450 b,Kepler-1450,1,4524.00,104.75,-94.04,0,0.68,0.03,-0.04,0,0.71,0.03,-0.04,0,505.8290000,7.4105000,-7.4105000
Kepler-1451 b,Kepler-1451,1,5782.00,133.65,-186.17,0,0.99,0.18,-0.10,0,1.00,0.07,-0.07,0,1058.7200000,30.4700000,-28.8300000
Kepler-1452 b,Kepler-1452,1,6101.00,90.21,-112.92,0,2.06,0.28,-0.26,0,1.41,0.11,-0.14,0,996.3200000,16.0100000,-15.5180000
Kepler-1453 b,Kepler-1453,1,5665.00,68.09,-70.11,0,0.94,0.15,-0.07,0,0.97,0.04,-0.05,0,1196.0400000,41.9900000,-39.2900000
Kepler-1454 b,Kepler-1454,1,5448.00,59.86,-64.34,0,0.86,0.08,-0.05,0,0.90,0.04,-0.05,0,780.5660000,14.9490000,-14.4070000
Kepler-1455 b,Kepler-1455,1,4075.00,61.23,-57.40,0,0.60,0.03,-0.04,0,0.62,0.03,-0.04,0,357.6210000,5.2840000,-5.2840000
Kepler-1456 b,Kepler-1456,1,4231.00,68.40,-85.61,0,0.62,0.04,-0.07,0,0.64,0.05,-0.08,0,370.3120000,4.0890000,-4.0020000
Kepler-1457 b,Kepler-1457,1,5866.00,137.28,-119.79,0,1.01,0.15,-0.10,0,1.01,0.07,-0.07,0,889.8850000,11.7710000,-11.4730000
Kepler-1458 b,Kepler-1458,1,5653.00,119.66,-136.13,0,0.94,0.14,-0.07,0,0.96,0.05,-0.05,0,544.4500000,4.8900000,-4.8050000
Kepler-1459 b,Kepler-1459,1,4828.00,42.43,-40.76,0,0.74,0.02,-0.03,0,0.78,0.03,-0.04,0,455.4790000,4.3420000,-4.2610000
Kepler-146 b,Kepler-146,1,5948.00,100.00,-100.00,0,1.21,0.23,-0.23,0,,,,,716.7970000,9.3440000,-9.3440000
Kepler-146 c,Kepler-146,1,5948.00,100.00,-100.00,0,1.21,0.23,-0.23,0,,,,,716.7970000,9.3440000,-9.3440000
Kepler-1460 b,Kepler-1460,1,4422.00,43.62,-45.02,0,0.67,0.02,-0.04,0,0.70,0.03,-0.05,0,553.2180000,9.9390000,-9.6010000
Kepler-1461 b,Kepler-1461,1,4919.00,49.81,-58.16,0,0.74,0.03,-0.04,0,0.79,0.04,-0.05,0,679.1060000,14.1350000,-13.5810000
Kepler-1462 b,Kepler-1462,1,5756.00,144.59,-206.50,0,1.00,0.21,-0.10,0,1.00,0.07,-0.07,0,1017.8200000,49.5200000,-45.1960000
Kepler-1463 b,Kepler-1463,1,5679.00,93.91,-125.80,0,0.95,0.16,-0.08,0,0.96,0.05,-0.06,0,1687.4700000,97.0200000,-87.1800000
Kepler-1464 b,Kepler-1464,1,5828.00,112.18,-169.63,0,1.01,0.17,-0.09,0,1.02,0.06,-0.06,0,1151.7300000,21.5200000,-20.7500000
Kepler-1464 c,Kepler-1464,1,5828.00,112.18,-169.63,0,1.01,0.17,-0.09,0,1.02,0.06,-0.06,0,1151.7300000,21.5200000,-20.7500000
Kepler-1465 b,Kepler-1465,1,4726.00,60.73,-75.37,0,0.71,0.03,-0.04,0,0.75,0.04,-0.05,0,359.4970000,10.6120000,-10.0300000
Kepler-1466 b,Kepler-1466,1,5884.00,144.58,-128.07,0,1.02,0.17,-0.10,0,1.01,0.07,-0.07,0,631.9490000,6.1785000,-6.1785000
Kepler-1467 b,Kepler-1467,1,5332.00,179.19,-173.73,0,0.82,0.07,-0.06,0,0.86,0.06,-0.06,0,852.8880000,21.2515000,-21.2515000
Kepler-1468 b,Kepler-1468,1,5893.00,162.90,-197.95,0,1.05,0.18,-0.11,0,1.04,0.08,-0.07,0,1899.2400000,89.8200000,-89.8200000
Kepler-1468 c,Kepler-1468,1,5893.00,162.90,-197.95,0,1.05,0.18,-0.11,0,1.04,0.08,-0.07,0,1899.2400000,89.8200000,-89.8200000
Kepler-1469 b,Kepler-1469,1,5507.00,128.40,-170.81,0,0.89,0.12,-0.06,0,0.92,0.05,-0.05,0,1159.3000000,49.7200000,-45.8500000
Kepler-147 b,Kepler-147,1,6012.00,100.00,-100.00,0,1.47,0.29,-0.29,0,,,,,1042.0200000,25.9650000,-25.9650000
Kepler-147 c,Kepler-147,1,6012.00,100.00,-100.00,0,1.47,0.29,-0.29,0,,,,,1042.0200000,25.9650000,-25.9650000
Kepler-1470 b,Kepler-1470,1,4961.00,84.41,-94.64,0,0.76,0.03,-0.04,0,0.80,0.04,-0.04,0,590.6010000,8.6490000,-8.4070000
Kepler-1471 b,Kepler-1471,1,5660.00,86.53,-104.98,0,0.93,0.14,-0.07,0,0.95,0.05,-0.06,0,978.6780000,26.5170000,-26.5170000
Kepler-1472 b,Kepler-1472,1,6159.00,92.70,-114.64,0,1.25,0.50,-0.18,0,1.16,0.16,-0.09,0,1479.1400000,46.9600000,-44.2000000
Kepler-1473 b,Kepler-1473,1,6046.00,77.17,-64.08,0,1.09,0.08,-0.06,0,1.09,0.04,-0.04,0,652.2530000,6.3460000,-6.2280000
Kepler-1474 b,Kepler-1474,1,5870.00,115.73,-173.32,0,1.04,0.20,-0.11,0,1.04,0.07,-0.07,0,1180.9000000,46.9150000,-46.9150000
Kepler-1475 b,Kepler-1475,1,6214.00,192.71,-203.22,0,1.28,0.43,-0.19,0,1.18,0.15,-0.11,0,1568.3800000,86.1400000,-77.7500000
Kepler-1476 b,Kepler-1476,1,5663.00,68.09,-77.19,0,0.96,0.20,-0.07,0,0.98,0.04,-0.05,0,1002.7400000,28.6600000,-27.1400000
Kepler-1477 b,Kepler-1477,1,5100.00,78.06,-73.51,0,0.78,0.04,-0.04,0,0.81,0.04,-0.04,0,680.8280000,8.1530000,-7.9660000
Kepler-1478 b,Kepler-1478,1,5904.00,102.51,-137.72,0,1.06,0.28,-0.11,0,1.04,0.07,-0.07,0,1845.5800000,95.9500000,-87.0700000
Kepler-1479 b,Kepler-1479,1,5796.00,74.44,-79.45,0,0.98,0.16,-0.08,0,0.99,0.05,-0.06,0,728.6680000,8.9610000,-8.7490000
Kepler-148 b,Kepler-148,1,5272.00,200.00,-200.00,0,0.85,0.41,-0.41,0,,,,,791.1630000,15.3370000,-14.7760000
Kepler-148 c,Kepler-148,1,5272.00,200.00,-200.00,0,0.85,0.41,-0.41,0,,,,,791.1630000,15.3370000,-14.7760000
Kepler-148 d,Kepler-148,1,5172.00,52.20,-66.13,0,0.81,0.05,-0.04,0,0.86,0.04,-0.04,0,791.1630000,15.3370000,-14.7760000
Kepler-1480 b,Kepler-1480,1,5156.00,61.41,-70.65,0,0.81,0.04,-0.03,0,0.85,0.04,-0.04,0,500.8920000,4.9255000,-4.9255000
Kepler-1481 b,Kepler-1481,1,4908.00,52.54,-65.82,0,0.75,0.03,-0.03,0,0.80,0.03,-0.04,0,459.0760000,4.5855000,-4.5855000
Kepler-1482 b,Kepler-1482,1,5381.00,59.20,-59.31,0,0.84,0.08,-0.05,0,0.88,0.04,-0.05,0,567.5560000,11.2435000,-11.2435000
Kepler-1483 b,Kepler-1483,1,6337.00,208.71,-223.77,0,1.40,0.60,-0.25,0,1.25,0.21,-0.14,0,1273.7800000,37.0500000,-35.0400000
Kepler-1484 b,Kepler-1484,1,5730.00,204.01,-127.90,0,0.92,0.13,-0.09,0,0.94,0.08,-0.07,0,2879.8300000,1073.7200000,-1073.7200000
Kepler-1485 b,Kepler-1485,1,6087.00,92.28,-89.44,0,1.12,0.07,-0.06,0,1.11,0.04,-0.04,0,615.6600000,6.4430000,-6.3140000
Kepler-1486 b,Kepler-1486,1,5965.00,147.55,-160.68,0,1.12,0.27,-0.12,0,1.08,0.09,-0.07,0,1769.1400000,92.2900000,-83.7400000
Kepler-1487 b,Kepler-1487,1,6541.00,230.55,-190.33,0,1.63,0.65,-0.32,0,1.38,0.21,-0.16,0,1014.6200000,18.8600000,-18.1960000
Kepler-1488 b,Kepler-1488,1,5820.00,71.05,-62.23,0,1.31,0.29,-0.26,0,1.05,0.07,-0.05,0,905.8250000,11.6450000,-11.3590000
Kepler-1489 b,Kepler-1489,1,5655.00,76.91,-64.04,0,0.90,0.11,-0.07,0,0.93,0.05,-0.06,0,1283.0500000,36.0700000,-34.1800000
Kepler-149 b,Kepler-149,1,5381.00,100.00,-100.00,0,0.95,0.14,-0.14,0,,,,,571.0340000,5.7150000,-5.7150000
Kepler-149 c,Kepler-149,1,5381.00,100.00,-100.00,0,0.95,0.14,-0.14,0,,,,,571.0340000,5.7150000,-5.7150000
Kepler-149 d,Kepler-149,1,5381.00,100.00,-100.00,0,0.95,0.14,-0.14,0,,,,,571.0340000,5.7150000,-5.7150000
Kepler-1490 b,Kepler-1490,1,5515.00,193.53,-190.47,0,0.87,0.11,-0.07,0,0.90,0.07,-0.06,0,862.9200000,22.6010000,-21.4950000
Kepler-1491 b,Kepler-1491,1,5728.00,84.52,-115.34,0,0.99,0.22,-0.08,0,1.00,0.05,-0.05,0,2065.5900000,118.5800000,-118.5800000
Kepler-1492 b,Kepler-1492,1,4712.00,54.27,-72.63,0,0.72,0.02,-0.03,0,0.77,0.03,-0.04,0,331.5530000,2.3320000,-2.3000000
Kepler-1493 b,Kepler-1493,1,5863.00,78.69,-82.85,0,1.29,0.24,-0.20,0,1.06,0.06,-0.05,0,555.0510000,,
Kepler-1494 b,Kepler-1494,1,5659.00,86.94,-107.31,0,0.94,0.13,-0.07,0,0.96,0.05,-0.06,0,1285.4800000,36.3800000,-34.4700000
Kepler-1495 b,Kepler-1495,1,5831.00,90.97,-139.38,0,1.04,0.25,-0.10,0,1.03,0.06,-0.06,0,1355.5400000,,
Kepler-1496 b,Kepler-1496,1,6182.00,140.35,-206.60,0,1.27,0.52,-0.20,0,1.18,0.17,-0.11,0,1307.6600000,29.6350000,-29.6350000
