# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 26 06:53:35 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,sy_pnum,st_spectype,st_teff,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist
Kepler-174 b,Kepler-174,1,3,,4724.00,0.77,0.76,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 b,Kepler-174,1,3,,4565.00,0.61,0.60,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 b,Kepler-174,1,3,,4724.00,0.77,0.76,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 b,Kepler-174,1,3,,4590.00,0.59,0.58,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 b,Kepler-174,1,3,,4693.00,0.73,,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 b,Kepler-174,1,3,,4949.00,0.68,0.71,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 b,Kepler-174,1,3,,4590.00,0.59,0.58,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 b,Kepler-174,1,3,,4880.00,0.62,,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 b,Kepler-174,1,3,,4590.00,0.59,0.58,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 c,Kepler-174,1,3,,4859.00,0.65,0.64,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 c,Kepler-174,1,3,,4724.00,0.77,0.76,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 c,Kepler-174,1,3,,4590.00,0.59,0.58,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 c,Kepler-174,1,3,,4724.00,0.77,0.76,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 c,Kepler-174,1,3,,4693.00,0.73,,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 c,Kepler-174,1,3,,4590.00,0.59,0.58,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 c,Kepler-174,1,3,,4565.00,0.61,0.60,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 c,Kepler-174,1,3,,4949.00,0.68,0.71,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 c,Kepler-174,1,3,,4880.00,0.62,,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 c,Kepler-174,1,3,,4724.00,0.77,0.76,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 c,Kepler-174,1,3,,4590.00,0.59,0.58,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 c,Kepler-174,1,3,,4724.00,0.77,0.76,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 d,Kepler-174,1,3,,4949.00,0.68,0.71,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 d,Kepler-174,1,3,,4724.00,0.77,0.76,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 d,Kepler-174,1,3,,4724.00,0.77,0.76,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 d,Kepler-174,1,3,,4590.00,0.59,0.58,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 d,Kepler-174,1,3,,4859.00,0.65,0.64,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 d,Kepler-174,1,3,,4724.00,0.77,0.76,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 d,Kepler-174,1,3,,4724.00,0.77,0.76,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 d,Kepler-174,1,3,,4565.00,0.61,0.60,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 d,Kepler-174,1,3,,4590.00,0.59,0.58,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 d,Kepler-174,1,3,,4693.00,0.73,,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 d,Kepler-174,1,3,,4590.00,0.59,0.58,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-174 d,Kepler-174,1,3,,4880.00,0.62,,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.7570000
Kepler-175 b,Kepler-175,1,2,,6029.00,0.95,1.04,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 b,Kepler-175,1,2,,5721.00,1.27,1.02,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 b,Kepler-175,1,2,,6063.00,1.00,1.08,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 b,Kepler-175,1,2,,6063.00,1.00,1.08,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 b,Kepler-175,1,2,,5721.00,1.27,1.02,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 b,Kepler-175,1,2,,6063.00,1.00,1.08,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 b,Kepler-175,1,2,,5735.00,1.21,,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 b,Kepler-175,1,2,,6063.00,1.00,1.08,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 b,Kepler-175,1,2,,6018.00,1.17,1.12,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 b,Kepler-175,1,2,,6064.00,1.01,,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 b,Kepler-175,1,2,,5721.00,1.27,1.02,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 c,Kepler-175,1,2,,6063.00,1.00,1.08,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 c,Kepler-175,1,2,,5721.00,1.27,1.02,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 c,Kepler-175,1,2,,6063.00,1.00,1.08,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 c,Kepler-175,1,2,,6064.00,1.01,,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 c,Kepler-175,1,2,,6063.00,1.00,1.08,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 c,Kepler-175,1,2,,6029.00,0.95,1.04,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 c,Kepler-175,1,2,,5735.00,1.21,,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 c,Kepler-175,1,2,,5721.00,1.27,1.02,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 c,Kepler-175,1,2,,6063.00,1.00,1.08,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 c,Kepler-175,1,2,,5721.00,1.27,1.02,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-175 c,Kepler-175,1,2,,6018.00,1.17,1.12,19h18m12.78s,289.5532320,+43d52m34.02s,43.8761160,1312.3400000
Kepler-176 b,Kepler-176,1,4,,5229.00,0.88,0.83,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 b,Kepler-176,1,4,,5295.00,0.83,0.87,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 b,Kepler-176,1,4,,5229.00,0.88,0.83,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 b,Kepler-176,1,4,,4963.00,0.83,0.79,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 b,Kepler-176,1,4,,5047.00,0.82,0.84,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 b,Kepler-176,1,4,,5106.00,0.80,,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 b,Kepler-176,1,4,,5232.00,0.89,,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 b,Kepler-176,1,4,,5047.00,0.82,0.84,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 b,Kepler-176,1,4,,5166.00,0.79,0.77,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 b,Kepler-176,1,4,,5229.00,0.88,0.83,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 b,Kepler-176,1,4,,5047.00,0.82,0.84,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 c,Kepler-176,1,4,,5229.00,0.88,0.83,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 c,Kepler-176,1,4,,4963.00,0.83,0.79,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 c,Kepler-176,1,4,,5229.00,0.88,0.83,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 c,Kepler-176,1,4,,5295.00,0.83,0.87,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 c,Kepler-176,1,4,,5166.00,0.79,0.77,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 c,Kepler-176,1,4,,5229.00,0.88,0.83,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 c,Kepler-176,1,4,,5106.00,0.80,,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 c,Kepler-176,1,4,,5047.00,0.82,0.84,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 c,Kepler-176,1,4,,5232.00,0.89,,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 c,Kepler-176,1,4,,,0.88,0.83,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 c,Kepler-176,1,4,,5047.00,0.82,0.84,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 d,Kepler-176,1,4,,5295.00,0.83,0.87,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 d,Kepler-176,1,4,,,0.88,0.83,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 d,Kepler-176,1,4,,5229.00,0.88,0.83,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 d,Kepler-176,1,4,,4963.00,0.83,0.79,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 d,Kepler-176,1,4,,5229.00,0.88,0.83,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 d,Kepler-176,1,4,,5047.00,0.82,0.84,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 d,Kepler-176,1,4,,5232.00,0.89,,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 d,Kepler-176,1,4,,5106.00,0.80,,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 d,Kepler-176,1,4,,5047.00,0.82,0.84,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 d,Kepler-176,1,4,,5229.00,0.88,0.83,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 d,Kepler-176,1,4,,5166.00,0.79,0.77,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 e,Kepler-176,1,4,,5106.00,0.80,,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 e,Kepler-176,1,4,,5047.00,0.82,0.84,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 e,Kepler-176,1,4,,4963.00,0.83,0.79,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 e,Kepler-176,1,4,,5047.00,0.82,0.84,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 e,Kepler-176,1,4,,5295.00,0.83,0.87,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 e,Kepler-176,1,4,,5229.00,0.88,0.83,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-176 e,Kepler-176,1,4,,5229.00,0.88,0.83,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.3210000
Kepler-177 b,Kepler-177,1,2,,,1.07,1.07,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 b,Kepler-177,1,2,,5800.00,1.31,1.04,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 b,Kepler-177,1,2,,5732.00,1.32,0.92,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 b,Kepler-177,1,2,,6220.00,1.07,1.07,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 b,Kepler-177,1,2,,6220.00,1.07,1.07,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 b,Kepler-177,1,2,,6220.00,1.07,1.07,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 b,Kepler-177,1,2,,6197.00,1.07,1.09,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 b,Kepler-177,1,2,,5732.00,1.37,,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 b,Kepler-177,1,2,,,,1.00,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 b,Kepler-177,1,2,,5800.00,1.31,1.04,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 b,Kepler-177,1,2,,5778.00,0.98,1.00,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 b,Kepler-177,1,2,,5768.00,1.01,1.02,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 c,Kepler-177,1,2,,5800.00,1.31,1.04,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 c,Kepler-177,1,2,,6197.00,1.07,1.09,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 c,Kepler-177,1,2,,6220.00,1.07,1.07,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 c,Kepler-177,1,2,,5732.00,1.37,,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 c,Kepler-177,1,2,,5768.00,1.01,1.02,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 c,Kepler-177,1,2,,,1.07,1.07,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 c,Kepler-177,1,2,,6220.00,1.07,1.07,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 c,Kepler-177,1,2,,5800.00,1.31,1.04,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 c,Kepler-177,1,2,,5732.00,1.32,0.92,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 c,Kepler-177,1,2,,5778.00,0.98,1.00,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 c,Kepler-177,1,2,,6220.00,1.07,1.07,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-177 c,Kepler-177,1,2,,,,1.00,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.4400000
Kepler-178 b,Kepler-178,1,3,,5386.00,1.08,0.89,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 b,Kepler-178,1,3,,5418.00,0.89,0.94,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 b,Kepler-178,1,3,,5674.00,1.05,0.89,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 b,Kepler-178,1,3,,5675.00,1.04,0.86,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 b,Kepler-178,1,3,,5418.00,0.89,0.94,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 b,Kepler-178,1,3,,5386.00,0.90,,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 b,Kepler-178,1,3,,5675.00,1.04,0.86,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 b,Kepler-178,1,3,,5535.00,0.92,0.94,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 b,Kepler-178,1,3,,5676.00,1.07,,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 b,Kepler-178,1,3,,5418.00,0.89,0.94,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 b,Kepler-178,1,3,,5675.00,1.04,0.86,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 c,Kepler-178,1,3,,5674.00,1.05,0.89,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 c,Kepler-178,1,3,,5386.00,0.90,,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 c,Kepler-178,1,3,,5675.00,1.04,0.86,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 c,Kepler-178,1,3,,5418.00,0.89,0.94,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 c,Kepler-178,1,3,,5676.00,1.07,,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 c,Kepler-178,1,3,,5675.00,1.04,0.86,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 c,Kepler-178,1,3,,5386.00,1.08,0.89,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 c,Kepler-178,1,3,,5535.00,0.92,0.94,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 c,Kepler-178,1,3,,5418.00,0.89,0.94,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 c,Kepler-178,1,3,,5418.00,0.89,0.94,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 c,Kepler-178,1,3,,5675.00,1.04,0.86,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 d,Kepler-178,1,3,,5675.00,1.04,0.86,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 d,Kepler-178,1,3,,5675.00,1.04,0.86,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 d,Kepler-178,1,3,,5386.00,1.08,0.89,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 d,Kepler-178,1,3,,5418.00,0.89,0.94,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 d,Kepler-178,1,3,,5535.00,0.92,0.94,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 d,Kepler-178,1,3,,5418.00,0.89,0.94,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 d,Kepler-178,1,3,,5674.00,1.05,0.89,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 d,Kepler-178,1,3,,5676.00,1.07,,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 d,Kepler-178,1,3,,5675.00,1.04,0.86,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-178 d,Kepler-178,1,3,,5386.00,0.90,,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.0250000
Kepler-179 b,Kepler-179,1,2,,5294.00,0.76,0.85,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 b,Kepler-179,1,2,,5289.00,0.74,0.84,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 b,Kepler-179,1,2,,5475.00,0.87,0.91,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 b,Kepler-179,1,2,,5294.00,0.76,0.85,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 b,Kepler-179,1,2,,5218.43,0.89,0.89,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 b,Kepler-179,1,2,,5218.43,0.89,0.89,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 b,Kepler-179,1,2,,5302.00,0.76,,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 b,Kepler-179,1,2,,5218.43,0.89,0.89,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 b,Kepler-179,1,2,,5299.00,0.77,0.86,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 b,Kepler-179,1,2,,5294.00,0.76,0.85,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 b,Kepler-179,1,2,,5257.00,0.83,,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 c,Kepler-179,1,2,,5299.00,0.77,0.86,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 c,Kepler-179,1,2,,5289.00,0.74,0.84,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 c,Kepler-179,1,2,,5218.43,0.89,0.89,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 c,Kepler-179,1,2,,5475.00,0.87,0.91,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 c,Kepler-179,1,2,,5294.00,0.76,0.85,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 c,Kepler-179,1,2,,5218.43,0.89,0.89,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 c,Kepler-179,1,2,,5302.00,0.76,,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 c,Kepler-179,1,2,,5294.00,0.76,0.85,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 c,Kepler-179,1,2,,5218.43,0.89,0.89,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 c,Kepler-179,1,2,,5257.00,0.83,,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-179 c,Kepler-179,1,2,,5294.00,0.76,0.85,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.6800000
Kepler-18 b,Kepler-18,1,3,,5356.00,1.05,0.88,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 b,Kepler-18,1,3,,5359.00,0.95,0.93,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 b,Kepler-18,1,3,,5441.00,0.92,,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 b,Kepler-18,1,3,,5359.00,0.95,0.93,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 b,Kepler-18,1,3,,5356.00,1.05,0.88,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 b,Kepler-18,1,3,,5385.00,0.98,0.94,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 b,Kepler-18,1,3,,5359.00,0.95,0.93,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 b,Kepler-18,1,3,,5356.00,1.05,0.88,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 b,Kepler-18,1,3,,5487.00,1.06,0.94,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 b,Kepler-18,1,3,,5345.00,1.11,0.97,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 b,Kepler-18,1,3,,5356.00,1.05,0.88,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 c,Kepler-18,1,3,,5385.00,0.98,0.94,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 c,Kepler-18,1,3,,5487.00,1.06,0.94,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 c,Kepler-18,1,3,,5359.00,0.95,0.93,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 c,Kepler-18,1,3,,5356.00,1.05,0.88,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 c,Kepler-18,1,3,,5359.00,0.95,0.93,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 c,Kepler-18,1,3,,,1.05,0.88,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 c,Kepler-18,1,3,,5356.00,1.05,0.88,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
Kepler-18 c,Kepler-18,1,3,,5441.00,0.92,,19h52m19.07s,298.0794448,+44d44m46.49s,44.7462480,433.0470000
